wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
lubelskie;œwidnicki;9;1.25;0;0;0;6;19;279;88;10;78;0;t0617;2022-01-08
lubelskie;tomaszowski;8;0.97;0;0;0;1;22;236;97;8;89;0;t0618;2022-01-08
lubelskie;w³odawski;8;2.09;0;0;0;1;5;68;47;9;38;0;t0619;2022-01-08
lubelskie;zamojski;21;1.98;0;0;0;2;33;260;144;27;116;1;t0620;2022-01-08
lubelskie;Bia³a Podlaska;7;1.22;0;0;0;0;9;130;95;7;88;0;t0661;2022-01-08
lubelskie;Che³m;23;3.73;0;0;0;0;14;175;99;23;73;3;t0662;2022-01-08
lubelskie;Lublin;110;3.24;0;0;0;12;129;1137;590;122;464;4;t0663;2022-01-08
lubelskie;Zamoœæ;15;2.37;0;0;0;1;17;163;120;18;101;1;t0664;2022-01-08
lubuskie;gorzowski;15;2.08;0;0;0;0;26;308;108;18;87;3;t0801;2022-01-08
lubuskie;kroœnieñski;13;2.38;0;0;0;0;14;256;65;15;48;2;t0802;2022-01-08
lubuskie;miêdzyrzecki;3;0.52;0;0;0;0;25;223;61;4;56;1;t0803;2022-01-08
lubuskie;nowosolski;21;2.44;0;0;0;0;29;342;134;23;109;2;t0804;2022-01-08
lubuskie;s³ubicki;22;4.69;2;2;0;0;30;282;104;29;75;0;t0805;2022-01-08
lubuskie;strzelecko-drezdenecki;22;4.50;0;0;0;0;34;223;79;23;56;0;t0806;2022-01-08
lubuskie;sulêciñski;10;2.85;0;0;0;0;23;371;57;10;46;1;t0807;2022-01-08
lubuskie;œwiebodziñski;16;2.87;0;0;0;1;36;351;81;19;60;2;t0808;2022-01-08
lubuskie;zielonogórski;19;2.51;0;0;0;0;35;371;103;23;79;1;t0809;2022-01-08
lubuskie;¿agañski;4;0.51;0;0;0;0;21;267;71;4;67;0;t0810;2022-01-08
lubuskie;¿arski;27;2.82;0;0;0;1;19;350;119;29;89;1;t0811;2022-01-08
lubuskie;wschowski;5;1.29;0;0;0;0;8;81;41;5;35;1;t0812;2022-01-08
lubuskie;Gorzów Wielkopolski;32;2.59;0;0;0;3;48;368;182;38;144;0;t0861;2022-01-08
lubuskie;Zielona Góra;43;3.04;0;0;0;2;50;603;253;49;198;6;t0862;2022-01-08
³ódzkie;be³chatowski;10;0.89;0;0;0;2;12;510;96;12;82;2;t1001;2022-01-08
³ódzkie;kutnowski;15;1.56;0;0;0;2;51;259;121;18;103;0;t1002;2022-01-08
³ódzkie;³aski;19;3.82;0;0;0;0;11;141;83;22;61;0;t1003;2022-01-08
³ódzkie;³êczycki;9;1.82;0;0;0;1;23;186;61;10;49;2;t1004;2022-01-08
³ódzkie;³owicki;17;2.18;0;0;0;0;30;254;109;20;89;0;t1005;2022-01-08
³ódzkie;³ódzki wschodni;16;2.21;0;0;0;3;39;324;143;16;127;0;t1006;2022-01-08
³ódzkie;opoczyñski;9;1.19;0;0;0;1;12;177;65;9;56;0;t1007;2022-01-08
³ódzkie;pabianicki;44;3.69;0;0;0;1;25;495;277;52;221;4;t1008;2022-01-08
³ódzkie;pajêczañski;8;1.57;0;0;0;7;22;261;89;18;64;7;t1009;2022-01-08
³ódzkie;piotrkowski;17;1.86;0;0;0;1;26;271;115;18;95;2;t1010;2022-01-08
³ódzkie;poddêbicki;12;2.92;0;0;0;0;14;109;69;12;56;1;t1011;2022-01-08
³ódzkie;radomszczañski;22;1.96;0;0;0;3;43;331;130;26;103;1;t1012;2022-01-08
³ódzkie;rawski;7;1.44;0;0;0;2;8;183;48;7;41;0;t1013;2022-01-08
³ódzkie;sieradzki;45;3.83;0;0;0;0;37;358;217;52;160;5;t1014;2022-01-08
³ódzkie;skierniewicki;6;1.57;0;0;0;0;2;96;47;8;39;0;t1015;2022-01-08
³ódzkie;tomaszowski;21;1.81;0;0;0;0;35;421;185;23;162;0;t1016;2022-01-08
³ódzkie;wieluñski;25;3.29;0;0;0;1;22;302;136;44;77;15;t1017;2022-01-08
³ódzkie;wieruszowski;12;2.85;0;0;0;0;17;136;57;12;44;1;t1018;2022-01-08
³ódzkie;zduñskowolski;40;6.04;0;0;0;0;16;244;195;43;151;1;t1019;2022-01-08
³ódzkie;zgierski;43;2.59;0;0;0;1;65;569;250;48;199;3;t1020;2022-01-08
³ódzkie;brzeziñski;1;0.32;0;0;0;1;9;121;43;2;41;0;t1021;2022-01-08
³ódzkie;£ódŸ;175;2.58;0;0;0;11;339;2687;1678;196;1471;11;t1061;2022-01-08
³ódzkie;Piotrków Trybunalski;10;1.37;0;0;0;0;23;195;104;12;90;2;t1062;2022-01-08
³ódzkie;Skierniewice;7;1.46;0;0;0;0;13;139;57;9;48;0;t1063;2022-01-08
ma³opolskie;bocheñski;32;2.99;0;0;0;2;49;501;176;38;136;2;t1201;2022-01-08
ma³opolskie;brzeski;28;3.01;0;0;0;3;30;442;228;32;196;0;t1202;2022-01-08
ma³opolskie;chrzanowski;13;1.05;0;0;0;0;48;558;135;15;119;1;t1203;2022-01-08
ma³opolskie;d¹browski;2;0.34;0;0;0;0;13;206;77;2;75;0;t1204;2022-01-08
ma³opolskie;gorlicki;31;2.85;0;0;0;2;23;385;205;35;168;2;t1205;2022-01-08
ma³opolskie;krakowski;178;6.35;0;0;0;7;148;1832;824;198;609;17;t1206;2022-01-08
ma³opolskie;limanowski;30;2.27;0;0;0;6;38;445;383;34;348;1;t1207;2022-01-08
ma³opolskie;miechowski;16;3.29;0;0;0;4;30;210;65;18;46;1;t1208;2022-01-08
ma³opolskie;myœlenicki;60;4.69;0;0;0;21;37;623;272;65;202;5;t1209;2022-01-08
ma³opolskie;nowos¹decki;39;1.80;0;0;0;1;34;650;494;49;438;7;t1210;2022-01-08
ma³opolskie;nowotarski;56;2.92;0;0;0;23;44;409;421;63;350;8;t1211;2022-01-08
ma³opolskie;olkuski;51;4.60;0;0;0;2;36;500;179;54;122;3;t1212;2022-01-08
ma³opolskie;oœwiêcimski;32;2.09;0;0;0;0;36;662;193;37;149;7;t1213;2022-01-08
ma³opolskie;proszowicki;20;4.63;0;0;0;0;34;231;76;22;54;0;t1214;2022-01-08
ma³opolskie;suski;17;2.02;0;0;0;0;20;324;258;25;227;6;t1215;2022-01-08
ma³opolskie;tarnowski;50;2.48;0;0;0;0;75;683;422;54;365;3;t1216;2022-01-08
ma³opolskie;tatrzañski;27;3.96;0;0;0;0;7;231;154;33;121;0;t1217;2022-01-08
ma³opolskie;wadowicki;48;3.00;0;0;0;2;46;719;247;52;193;2;t1218;2022-01-08
ma³opolskie;wielicki;55;4.23;0;0;0;0;70;880;245;60;177;8;t1219;2022-01-08
ma³opolskie;Kraków;639;8.18;0;0;0;15;717;5156;2471;707;1733;31;t1261;2022-01-08
ma³opolskie;Nowy S¹cz;20;2.39;0;0;0;0;34;246;135;23;110;2;t1262;2022-01-08
ma³opolskie;Tarnów;24;2.22;0;0;0;0;37;345;203;29;169;5;t1263;2022-01-08
mazowieckie;bia³obrzeski;7;2.10;0;0;0;0;11;135;56;7;47;2;t1401;2022-01-08
mazowieckie;ciechanowski;15;1.68;0;0;0;1;17;279;91;15;75;1;t1402;2022-01-08
mazowieckie;garwoliñski;17;1.56;0;0;0;0;21;338;295;21;271;3;t1403;2022-01-08
mazowieckie;gostyniñski;8;1.79;0;0;0;2;15;132;40;9;31;0;t1404;2022-01-08
mazowieckie;grodziski;32;3.31;0;0;0;1;26;539;204;38;166;0;t1405;2022-01-08
mazowieckie;grójecki;16;1.63;0;0;0;1;23;550;182;19;159;4;t1406;2022-01-08
mazowieckie;kozienicki;6;1.00;0;0;0;7;15;195;111;9;101;1;t1407;2022-01-08
mazowieckie;legionowski;74;6.20;0;0;0;2;62;673;338;90;243;5;t1408;2022-01-08
mazowieckie;lipski;2;0.59;0;0;0;2;4;47;34;2;32;0;t1409;2022-01-08
mazowieckie;³osicki;4;1.30;0;0;0;0;2;41;23;4;19;0;t1410;2022-01-08
mazowieckie;makowski;9;2.01;4;3;1;0;0;103;52;11;41;0;t1411;2022-01-08
mazowieckie;miñski;36;2.32;0;0;0;1;67;918;299;40;255;4;t1412;2022-01-08
mazowieckie;m³awski;6;0.83;0;0;0;2;17;286;54;6;47;1;t1413;2022-01-08
mazowieckie;nowodworski;28;3.53;1;1;0;0;21;352;142;31;108;3;t1414;2022-01-08
mazowieckie;ostro³êcki;13;1.47;0;0;0;3;14;233;66;15;50;1;t1415;2022-01-08
mazowieckie;ostrowski;7;0.97;0;0;0;0;16;120;43;7;36;0;t1416;2022-01-08
mazowieckie;otwocki;36;2.89;0;0;0;0;52;603;251;42;208;1;t1417;2022-01-08
mazowieckie;piaseczyñski;88;4.64;0;0;0;5;43;1202;456;96;352;8;t1418;2022-01-08
mazowieckie;p³ocki;18;1.62;0;0;0;2;13;328;139;20;118;1;t1419;2022-01-08
mazowieckie;p³oñski;13;1.50;0;0;0;0;14;222;87;15;72;0;t1420;2022-01-08
mazowieckie;pruszkowski;75;4.51;0;0;0;7;59;1050;464;85;375;4;t1421;2022-01-08
mazowieckie;przasnyski;6;1.15;0;0;0;1;9;140;53;7;46;0;t1422;2022-01-08
mazowieckie;przysuski;8;1.93;0;0;0;0;13;101;68;9;58;1;t1423;2022-01-08
mazowieckie;pu³tuski;8;1.54;0;0;0;0;16;182;51;8;41;2;t1424;2022-01-08
mazowieckie;radomski;21;1.38;0;0;0;1;32;484;255;23;229;3;t1425;2022-01-08
mazowieckie;siedlecki;17;2.09;0;0;0;3;7;249;118;18;100;0;t1426;2022-01-08
mazowieckie;sierpecki;8;1.55;0;0;0;4;12;169;58;8;50;0;t1427;2022-01-08
mazowieckie;sochaczewski;5;0.59;0;0;0;1;24;418;71;6;63;2;t1428;2022-01-08
mazowieckie;soko³owski;4;0.75;0;0;0;0;8;128;43;7;36;0;t1429;2022-01-08
mazowieckie;szyd³owiecki;5;1.26;0;0;0;0;7;90;56;5;48;3;t1430;2022-01-08
mazowieckie;warszawski zachodni;55;4.60;0;0;0;12;45;703;333;63;269;1;t1432;2022-01-08
mazowieckie;wêgrowski;8;1.22;0;0;0;0;11;120;54;9;44;1;t1433;2022-01-08
mazowieckie;wo³omiñski;93;3.70;0;0;0;7;99;1267;565;106;451;8;t1434;2022-01-08
mazowieckie;wyszkowski;19;2.56;0;0;0;0;21;271;78;20;58;0;t1435;2022-01-08
mazowieckie;zwoleñski;9;2.50;0;0;0;9;5;101;59;11;47;1;t1436;2022-01-08
mazowieckie;¿uromiñski;14;3.65;0;0;0;1;9;188;99;18;79;2;t1437;2022-01-08
mazowieckie;¿yrardowski;9;1.19;0;0;0;0;21;313;141;17;122;2;t1438;2022-01-08
mazowieckie;Ostro³êka;6;1.16;0;0;0;0;12;92;47;6;40;1;t1461;2022-01-08
mazowieckie;P³ock;22;1.85;0;0;0;0;38;342;190;29;158;3;t1462;2022-01-08
mazowieckie;Radom;69;3.28;0;0;0;0;63;595;436;81;352;3;t1463;2022-01-08
mazowieckie;Siedlce;12;1.53;0;0;0;0;9;141;105;15;90;0;t1464;2022-01-08
mazowieckie;Warszawa;910;5.07;4;0;4;58;868;10702;5599;1046;4505;48;t1465;2022-01-08
opolskie;brzeski;9;1.00;0;0;0;0;24;454;66;11;54;1;t1601;2022-01-08
opolskie;g³ubczycki;5;1.10;0;0;0;1;21;155;77;7;68;2;t1602;2022-01-08
opolskie;kêdzierzyñsko-kozielski;53;5.67;0;0;0;4;38;473;191;60;129;2;t1603;2022-01-08
opolskie;kluczborski;6;0.92;0;0;0;1;19;198;49;7;41;1;t1604;2022-01-08
opolskie;krapkowicki;16;2.52;0;0;0;0;16;244;49;17;31;1;t1605;2022-01-08
opolskie;namys³owski;14;3.28;0;0;0;0;19;232;57;16;40;1;t1606;2022-01-08
opolskie;nyski;22;1.62;0;0;0;18;22;501;154;25;125;4;t1607;2022-01-08
opolskie;oleski;4;0.62;0;0;0;0;26;242;65;6;58;1;t1608;2022-01-08
opolskie;opolski;21;1.70;0;0;0;0;48;516;161;23;136;2;t1609;2022-01-08
opolskie;prudnicki;17;3.09;0;0;0;0;19;194;71;18;53;0;t1610;2022-01-08
opolskie;strzelecki;44;5.93;0;0;0;2;24;434;146;46;98;2;t1611;2022-01-08
opolskie;Opole;37;2.89;0;0;0;0;85;829;202;44;157;1;t1661;2022-01-08
podkarpackie;bieszczadzki;2;0.93;0;0;0;0;2;73;36;2;33;1;t1801;2022-01-08
podkarpackie;brzozowski;10;1.53;0;0;0;12;19;189;110;11;99;0;t1802;2022-01-08
podkarpackie;dêbicki;41;3.03;0;0;0;2;50;556;217;44;173;0;t1803;2022-01-08
podkarpackie;jaros³awski;9;0.75;0;0;0;11;25;412;261;11;248;2;t1804;2022-01-08
podkarpackie;jasielski;41;3.62;0;0;0;3;16;364;175;44;131;0;t1805;2022-01-08
podkarpackie;kolbuszowski;20;3.22;0;0;0;0;9;220;114;24;90;0;t1806;2022-01-08
podkarpackie;kroœnieñski;16;1.43;0;0;0;15;19;326;127;21;104;2;t1807;2022-01-08
podkarpackie;le¿ajski;22;3.18;0;0;0;2;21;289;147;25;122;0;t1808;2022-01-08
podkarpackie;lubaczowski;16;2.91;0;0;0;0;10;189;86;19;67;0;t1809;2022-01-08
podkarpackie;³añcucki;14;1.73;0;0;0;2;34;308;138;15;122;1;t1810;2022-01-08
podkarpackie;mielecki;50;3.66;0;0;0;0;46;537;311;57;254;0;t1811;2022-01-08
podkarpackie;ni¿añski;6;0.90;0;0;0;2;8;268;95;8;87;0;t1812;2022-01-08
podkarpackie;przemyski;17;2.30;0;0;0;0;15;243;149;20;128;1;t1813;2022-01-08
podkarpackie;przeworski;22;2.81;0;0;0;0;16;285;145;23;122;0;t1814;2022-01-08
podkarpackie;ropczycko-sêdziszowski;19;2.55;0;0;0;1;17;229;136;22;114;0;t1815;2022-01-08
podkarpackie;rzeszowski;44;2.59;0;0;0;1;45;620;285;50;235;0;t1816;2022-01-08
podkarpackie;sanocki;29;3.08;0;0;0;5;58;449;164;32;131;1;t1817;2022-01-08
podkarpackie;stalowowolski;21;1.98;0;0;0;0;19;218;169;25;144;0;t1818;2022-01-08
podkarpackie;strzy¿owski;9;1.47;0;0;0;3;17;212;94;13;81;0;t1819;2022-01-08
podkarpackie;tarnobrzeski;14;2.65;0;0;0;0;13;166;82;15;67;0;t1820;2022-01-08
podkarpackie;leski;3;1.14;0;0;0;1;11;81;37;4;33;0;t1821;2022-01-08
podkarpackie;Krosno;15;3.25;0;0;0;9;8;96;66;19;47;0;t1861;2022-01-08
podkarpackie;Przemyœl;15;2.48;0;0;0;1;15;178;154;25;129;0;t1862;2022-01-08
podkarpackie;Rzeszów;48;2.44;0;0;0;1;73;712;364;57;307;0;t1863;2022-01-08
podkarpackie;Tarnobrzeg;5;1.07;0;0;0;0;22;114;90;8;82;0;t1864;2022-01-08
podlaskie;augustowski;4;0.69;0;0;0;1;12;100;64;4;60;0;t2001;2022-01-08
podlaskie;bia³ostocki;30;2.00;0;0;0;2;27;306;225;33;190;2;t2002;2022-01-08
podlaskie;bielski;14;2.59;0;0;0;1;4;89;63;23;37;3;t2003;2022-01-08
podlaskie;grajewski;4;0.85;0;0;0;3;3;97;56;4;52;0;t2004;2022-01-08
podlaskie;hajnowski;6;1.42;0;0;0;1;4;67;38;9;26;3;t2005;2022-01-08
podlaskie;kolneñski;4;1.05;0;0;0;7;10;75;40;4;36;0;t2006;2022-01-08
podlaskie;³om¿yñski;11;2.16;0;0;0;2;16;125;57;12;45;0;t2007;2022-01-08
podlaskie;moniecki;8;1.99;0;0;0;0;7;93;44;8;36;0;t2008;2022-01-08
podlaskie;sejneñski;7;3.53;0;0;0;0;6;56;25;7;17;1;t2009;2022-01-08
podlaskie;siemiatycki;2;0.46;0;0;0;0;12;65;39;2;37;0;t2010;2022-01-08
podlaskie;sokólski;4;0.60;0;0;0;1;3;133;43;5;36;2;t2011;2022-01-08
podlaskie;suwalski;4;1.12;0;0;0;0;4;85;39;4;34;1;t2012;2022-01-08
podlaskie;wysokomazowiecki;4;0.71;0;0;0;0;3;121;67;6;57;4;t2013;2022-01-08
podlaskie;zambrowski;6;1.38;0;0;0;0;4;82;39;7;32;0;t2014;2022-01-08
podlaskie;Bia³ystok;74;2.49;0;0;0;1;79;906;534;81;448;5;t2061;2022-01-08
podlaskie;£om¿a;20;3.18;0;0;0;2;13;137;110;22;88;0;t2062;2022-01-08
podlaskie;Suwa³ki;9;1.29;0;0;0;0;9;123;86;11;75;0;t2063;2022-01-08
pomorskie;bytowski;13;1.64;0;0;0;0;17;241;116;14;102;0;t2201;2022-01-08
pomorskie;chojnicki;22;2.25;0;0;0;0;22;456;136;24;106;6;t2202;2022-01-08
pomorskie;cz³uchowski;7;1.25;0;0;0;0;17;195;73;8;63;2;t2203;2022-01-08
pomorskie;gdañski;83;6.95;0;0;0;4;44;775;395;87;297;11;t2204;2022-01-08
pomorskie;kartuski;39;2.77;0;0;0;11;36;728;331;43;284;4;t2205;2022-01-08
pomorskie;koœcierski;5;0.69;0;0;0;0;16;231;127;7;119;1;t2206;2022-01-08
pomorskie;kwidzyñski;42;5.06;0;0;0;1;27;350;215;45;160;10;t2207;2022-01-08
pomorskie;lêborski;23;3.48;0;0;0;0;19;188;130;24;105;1;t2208;2022-01-08
pomorskie;malborski;8;1.26;0;0;0;5;27;160;121;13;105;3;t2209;2022-01-08
pomorskie;nowodworski;10;2.82;0;0;0;0;16;197;73;13;58;2;t2210;2022-01-08
pomorskie;pucki;59;6.77;0;0;0;3;32;517;267;62;204;1;t2211;2022-01-08
pomorskie;s³upski;14;1.42;0;0;0;0;19;309;174;14;156;4;t2212;2022-01-08
pomorskie;starogardzki;51;3.98;0;0;0;2;17;569;231;58;148;25;t2213;2022-01-08
pomorskie;tczewski;19;1.64;0;0;0;2;38;345;160;27;129;4;t2214;2022-01-08
pomorskie;wejherowski;68;3.11;5;0;5;19;65;895;523;75;447;1;t2215;2022-01-08
pomorskie;sztumski;22;5.35;0;0;0;8;11;137;139;24;107;8;t2216;2022-01-08
pomorskie;Gdañsk;267;5.66;0;0;0;12;310;2764;1587;302;1265;20;t2261;2022-01-08
pomorskie;Gdynia;106;4.31;0;0;0;4;125;1173;690;124;560;6;t2262;2022-01-08
pomorskie;S³upsk;16;1.77;0;0;0;1;24;353;201;18;178;5;t2263;2022-01-08
pomorskie;Sopot;13;3.66;0;0;0;0;10;141;85;16;65;4;t2264;2022-01-08
œl¹skie;bêdziñski;50;3.38;0;0;0;1;64;560;273;52;218;3;t2401;2022-01-08
œl¹skie;bielski;77;4.63;0;0;0;6;62;891;316;82;228;6;t2402;2022-01-08
œl¹skie;cieszyñski;24;1.35;0;0;0;2;55;629;197;25;170;2;t2403;2022-01-08
œl¹skie;czêstochowski;36;2.68;0;0;0;8;40;423;228;41;181;6;t2404;2022-01-08
œl¹skie;gliwicki;38;3.29;0;0;0;0;39;451;237;45;188;4;t2405;2022-01-08
œl¹skie;k³obucki;29;3.43;0;0;0;1;27;322;156;31;122;3;t2406;2022-01-08
œl¹skie;lubliniecki;5;0.66;0;0;0;0;33;358;66;6;60;0;t2407;2022-01-08
œl¹skie;miko³owski;71;7.16;0;0;0;0;46;392;192;74;116;2;t2408;2022-01-08
œl¹skie;myszkowski;18;2.55;0;0;0;0;19;267;119;24;95;0;t2409;2022-01-08
œl¹skie;pszczyñski;17;1.52;0;0;0;16;29;454;145;20;125;0;t2410;2022-01-08
