wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
zachodniopomorskie;kamieñski;16;3.41;3;0;3;19;10;278;98;21;77;0;t3207;2021-12-28
zachodniopomorskie;ko³obrzeski;34;4.28;1;0;1;49;32;401;178;36;140;2;t3208;2021-12-28
zachodniopomorskie;koszaliñski;28;4.21;0;0;0;50;8;328;152;30;120;2;t3209;2021-12-28
zachodniopomorskie;myœliborski;37;5.66;3;0;3;70;6;557;146;39;107;0;t3210;2021-12-28
zachodniopomorskie;policki;50;6.16;0;0;0;77;31;577;287;56;224;7;t3211;2021-12-28
zachodniopomorskie;pyrzycki;8;2.04;0;0;0;26;8;253;104;10;94;0;t3212;2021-12-28
zachodniopomorskie;s³awieñski;15;2.68;4;0;4;40;28;359;117;19;96;2;t3213;2021-12-28
zachodniopomorskie;stargardzki;48;3.99;0;0;0;124;40;866;286;53;229;4;t3214;2021-12-28
zachodniopomorskie;szczecinecki;25;3.23;0;0;0;64;8;319;166;26;139;1;t3215;2021-12-28
zachodniopomorskie;œwidwiñski;15;3.22;1;0;1;19;6;166;88;16;71;1;t3216;2021-12-28
zachodniopomorskie;wa³ecki;22;4.16;1;0;1;43;18;407;115;28;86;1;t3217;2021-12-28
zachodniopomorskie;³obeski;15;4.11;0;0;0;41;5;223;77;16;59;2;t3218;2021-12-28
zachodniopomorskie;Koszalin;41;3.84;2;1;1;87;32;659;279;50;225;4;t3261;2021-12-28
zachodniopomorskie;Szczecin;256;6.38;8;1;7;530;187;2903;1489;283;1185;21;t3262;2021-12-28
zachodniopomorskie;Œwinoujœcie;15;3.67;1;0;1;27;9;237;129;17;110;2;t3263;2021-12-28
