wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
œl¹skie;pszczyñski;53;4.75;2;0;2;136;41;758;266;58;206;2;t2410;2021-12-29
œl¹skie;raciborski;46;4.26;0;0;0;52;23;527;256;51;199;6;t2411;2021-12-29
œl¹skie;rybnicki;54;6.90;2;0;2;50;31;489;197;60;135;2;t2412;2021-12-29
œl¹skie;tarnogórski;83;5.89;3;0;3;110;46;1027;458;93;358;7;t2413;2021-12-29
œl¹skie;bieruñsko-lêdziñski;12;2.00;1;0;1;33;32;422;109;14;93;2;t2414;2021-12-29
œl¹skie;wodzis³awski;67;4.27;2;2;0;82;40;775;486;98;375;13;t2415;2021-12-29
œl¹skie;zawierciañski;40;3.41;3;0;3;74;40;585;204;40;161;3;t2416;2021-12-29
œl¹skie;¿ywiecki;49;3.21;3;0;3;74;24;846;359;57;299;3;t2417;2021-12-29
œl¹skie;Bielsko-Bia³a;97;5.70;3;0;3;133;86;1059;525;101;420;4;t2461;2021-12-29
œl¹skie;Bytom;62;3.77;5;0;5;125;41;872;382;65;308;9;t2462;2021-12-29
œl¹skie;Chorzów;61;5.68;5;0;5;87;40;654;318;69;244;5;t2463;2021-12-29
œl¹skie;Czêstochowa;61;2.78;1;1;0;101;78;1029;481;71;403;7;t2464;2021-12-29
œl¹skie;D¹browa Górnicza;76;6.39;0;0;0;122;30;799;390;82;305;3;t2465;2021-12-29
œl¹skie;Gliwice;83;4.66;0;0;0;134;101;988;505;91;412;2;t2466;2021-12-29
œl¹skie;Jastrzêbie-Zdrój;52;5.88;7;7;0;69;30;542;260;55;198;7;t2467;2021-12-29
œl¹skie;Jaworzno;33;3.64;1;0;1;64;15;473;201;35;164;2;t2468;2021-12-29
œl¹skie;Katowice;148;5.07;6;1;5;217;156;1752;1022;186;825;11;t2469;2021-12-29
œl¹skie;Mys³owice;30;4.02;1;1;0;39;15;396;176;32;142;2;t2470;2021-12-29
œl¹skie;Piekary Œl¹skie;31;5.65;1;0;1;55;10;301;188;33;151;4;t2471;2021-12-29
œl¹skie;Ruda Œl¹ska;52;3.79;0;0;0;103;52;805;345;58;282;5;t2472;2021-12-29
œl¹skie;Rybnik;79;5.73;4;0;4;110;49;663;362;84;274;4;t2473;2021-12-29
œl¹skie;Siemianowice Œl¹skie;31;4.66;0;0;0;41;34;293;147;34;111;2;t2474;2021-12-29
œl¹skie;Sosnowiec;114;5.73;3;0;3;147;73;1093;532;114;412;6;t2475;2021-12-29
œl¹skie;Œwiêtoch³owice;27;5.47;0;0;0;43;24;309;180;28;150;2;t2476;2021-12-29
œl¹skie;Tychy;65;5.11;6;1;5;97;94;711;360;72;287;1;t2477;2021-12-29
œl¹skie;Zabrze;67;3.90;0;0;0;130;109;878;361;72;283;6;t2478;2021-12-29
œl¹skie;¯ory;30;4.79;1;0;1;47;10;489;150;32;117;1;t2479;2021-12-29
œwiêtokrzyskie;buski;14;1.96;2;1;1;39;17;353;120;19;99;2;t2601;2021-12-29
œwiêtokrzyskie;jêdrzejowski;17;2.00;2;0;2;37;16;331;135;18;116;1;t2602;2021-12-29
œwiêtokrzyskie;kazimierski;7;2.09;0;0;0;17;10;196;63;8;55;0;t2603;2021-12-29
œwiêtokrzyskie;kielecki;71;3.36;8;8;0;148;65;959;438;81;351;6;t2604;2021-12-29
œwiêtokrzyskie;konecki;18;2.26;0;0;0;38;14;371;138;21;115;2;t2605;2021-12-29
œwiêtokrzyskie;opatowski;7;1.35;3;0;3;19;16;220;81;10;69;2;t2606;2021-12-29
œwiêtokrzyskie;ostrowiecki;28;2.58;2;0;2;57;30;444;235;35;196;4;t2607;2021-12-29
œwiêtokrzyskie;piñczowski;5;1.29;1;0;1;15;13;143;67;6;61;0;t2608;2021-12-29
œwiêtokrzyskie;sandomierski;32;4.17;0;0;0;54;18;348;179;42;135;2;t2609;2021-12-29
œwiêtokrzyskie;skar¿yski;17;2.31;4;1;3;51;12;253;119;17;99;3;t2610;2021-12-29
œwiêtokrzyskie;starachowicki;20;2.24;5;2;3;56;25;372;157;21;133;3;t2611;2021-12-29
œwiêtokrzyskie;staszowski;22;3.07;0;0;0;39;18;348;114;28;84;2;t2612;2021-12-29
œwiêtokrzyskie;w³oszczowski;14;3.12;1;1;0;30;6;249;73;14;55;4;t2613;2021-12-29
œwiêtokrzyskie;Kielce;62;3.19;8;7;1;136;70;794;436;66;359;11;t2661;2021-12-29
warmiñsko-mazurskie;bartoszycki;36;6.33;3;1;2;53;20;406;149;39;93;17;t2801;2021-12-29
warmiñsko-mazurskie;braniewski;10;2.44;3;0;3;23;19;234;51;14;35;2;t2802;2021-12-29
warmiñsko-mazurskie;dzia³dowski;10;1.54;0;0;0;38;14;220;141;12;129;0;t2803;2021-12-29
warmiñsko-mazurskie;elbl¹ski;23;4.03;1;0;1;43;6;248;106;24;78;4;t2804;2021-12-29
warmiñsko-mazurskie;e³cki;18;1.96;1;0;1;44;35;328;163;21;142;0;t2805;2021-12-29
warmiñsko-mazurskie;gi¿ycki;27;4.78;0;0;0;59;29;328;154;30;123;1;t2806;2021-12-29
warmiñsko-mazurskie;i³awski;30;3.23;0;0;0;75;34;487;171;36;132;3;t2807;2021-12-29
warmiñsko-mazurskie;kêtrzyñski;23;3.71;4;1;3;41;25;302;129;27;101;1;t2808;2021-12-29
warmiñsko-mazurskie;lidzbarski;16;3.90;4;0;4;30;22;152;78;19;59;0;t2809;2021-12-29
warmiñsko-mazurskie;mr¹gowski;13;2.62;1;1;0;27;17;267;93;14;78;1;t2810;2021-12-29
warmiñsko-mazurskie;nidzicki;12;3.66;1;1;0;37;9;205;76;15;61;0;t2811;2021-12-29
warmiñsko-mazurskie;nowomiejski;18;4.11;0;0;0;34;4;218;71;19;52;0;t2812;2021-12-29
warmiñsko-mazurskie;olecki;2;0.59;0;0;0;10;11;132;38;2;36;0;t2813;2021-12-29
warmiñsko-mazurskie;olsztyñski;41;3.22;2;2;0;84;83;723;292;47;244;1;t2814;2021-12-29
warmiñsko-mazurskie;ostródzki;54;5.20;2;0;2;79;42;690;300;57;243;0;t2815;2021-12-29
warmiñsko-mazurskie;piski;12;2.14;0;0;0;44;19;274;94;14;78;2;t2816;2021-12-29
warmiñsko-mazurskie;szczycieñski;31;4.48;0;0;0;62;31;385;158;31;127;0;t2817;2021-12-29
warmiñsko-mazurskie;go³dapski;0;0;0;0;0;15;12;86;28;1;27;0;t2818;2021-12-29
warmiñsko-mazurskie;wêgorzewski;5;2.22;0;0;0;15;15;154;57;5;51;1;t2819;2021-12-29
warmiñsko-mazurskie;Elbl¹g;48;4.03;6;0;6;74;43;423;265;50;211;4;t2861;2021-12-29
warmiñsko-mazurskie;Olsztyn;64;3.72;3;3;0;142;116;798;474;68;405;1;t2862;2021-12-29
wielkopolskie;chodzieski;16;3.41;0;0;0;38;19;283;81;20;59;2;t3001;2021-12-29
wielkopolskie;czarnkowsko-trzcianecki;4;0.46;1;0;1;44;29;525;108;4;104;0;t3002;2021-12-29
wielkopolskie;gnieŸnieñski;55;3.78;6;2;4;98;26;923;243;56;185;2;t3003;2021-12-29
wielkopolskie;gostyñski;13;1.71;1;0;1;25;29;318;91;15;73;3;t3004;2021-12-29
wielkopolskie;grodziski;7;1.35;0;0;0;26;15;316;58;8;48;2;t3005;2021-12-29
wielkopolskie;jarociñski;20;2.80;1;0;1;48;16;343;123;22;99;2;t3006;2021-12-29
wielkopolskie;kaliski;19;2.29;0;0;0;34;24;494;119;21;93;5;t3007;2021-12-29
wielkopolskie;kêpiñski;13;2.30;0;0;0;31;19;407;92;16;75;1;t3008;2021-12-29
wielkopolskie;kolski;20;2.31;0;0;0;48;16;417;104;20;83;1;t3009;2021-12-29
wielkopolskie;koniñski;20;1.54;2;1;1;63;37;647;168;22;142;4;t3010;2021-12-29
wielkopolskie;koœciañski;5;0.63;5;2;3;75;40;639;112;5;107;0;t3011;2021-12-29
wielkopolskie;krotoszyñski;33;4.28;1;0;1;78;35;489;142;33;106;3;t3012;2021-12-29
wielkopolskie;leszczyñski;21;3.65;3;1;2;48;26;295;89;23;66;0;t3013;2021-12-29
wielkopolskie;miêdzychodzki;21;5.72;0;0;0;16;19;210;71;21;50;0;t3014;2021-12-29
wielkopolskie;nowotomyski;21;2.78;2;0;2;61;50;610;136;21;110;5;t3015;2021-12-29
wielkopolskie;obornicki;49;8.19;0;0;0;50;43;433;163;53;103;7;t3016;2021-12-29
wielkopolskie;ostrowski;49;3.03;0;0;0;67;31;838;245;55;188;2;t3017;2021-12-29
wielkopolskie;ostrzeszowski;8;1.44;3;0;3;20;5;337;78;8;70;0;t3018;2021-12-29
wielkopolskie;pilski;44;3.24;4;2;2;111;56;727;232;50;177;5;t3019;2021-12-29
wielkopolskie;pleszewski;23;3.65;1;1;0;36;22;280;99;23;70;6;t3020;2021-12-29
wielkopolskie;poznañski;201;4.98;9;1;8;406;283;3707;1221;220;989;12;t3021;2021-12-29
wielkopolskie;rawicki;31;5.15;1;0;1;60;28;338;130;31;99;0;t3022;2021-12-29
wielkopolskie;s³upecki;26;4.40;0;0;0;41;33;387;85;32;51;2;t3023;2021-12-29
wielkopolskie;szamotulski;41;4.47;6;1;5;103;47;746;215;46;166;3;t3024;2021-12-29
wielkopolskie;œredzki;31;5.25;0;0;0;74;50;587;151;32;118;1;t3025;2021-12-29
wielkopolskie;œremski;25;4.07;4;1;3;54;46;538;146;27;113;6;t3026;2021-12-29
wielkopolskie;turecki;15;1.79;3;2;1;21;13;308;126;15;110;1;t3027;2021-12-29
wielkopolskie;w¹growiecki;21;2.99;1;0;1;51;26;419;107;25;81;1;t3028;2021-12-29
wielkopolskie;wolsztyñski;5;0.87;0;0;0;23;18;298;78;6;72;0;t3029;2021-12-29
wielkopolskie;wrzesiñski;29;3.71;0;0;0;55;13;602;143;32;111;0;t3030;2021-12-29
wielkopolskie;z³otowski;14;2.02;0;0;0;87;20;488;105;17;87;1;t3031;2021-12-29
wielkopolskie;Kalisz;25;2.51;1;0;1;61;29;516;160;29;129;2;t3061;2021-12-29
wielkopolskie;Konin;19;2.60;4;2;2;61;19;383;134;19;114;1;t3062;2021-12-29
wielkopolskie;Leszno;7;1.11;2;1;1;46;34;344;118;7;111;0;t3063;2021-12-29
wielkopolskie;Poznañ;324;6.07;20;4;16;577;415;4181;2044;354;1658;32;t3064;2021-12-29
zachodniopomorskie;bia³ogardzki;17;3.58;0;0;0;30;15;213;91;19;69;3;t3201;2021-12-29
zachodniopomorskie;choszczeñski;15;3.12;0;0;0;17;24;241;81;15;63;3;t3202;2021-12-29
zachodniopomorskie;drawski;18;3.17;1;0;1;28;28;265;123;18;104;1;t3203;2021-12-29
zachodniopomorskie;goleniowski;41;4.98;0;0;0;124;30;633;230;44;180;6;t3204;2021-12-29
zachodniopomorskie;gryficki;14;2.33;1;0;1;30;11;294;91;15;72;4;t3205;2021-12-29
zachodniopomorskie;gryfiñski;30;3.68;2;0;2;72;77;662;366;45;319;2;t3206;2021-12-29
zachodniopomorskie;kamieñski;23;4.91;0;0;0;32;33;283;83;24;59;0;t3207;2021-12-29
zachodniopomorskie;ko³obrzeski;29;3.65;2;0;2;46;37;413;167;31;136;0;t3208;2021-12-29
zachodniopomorskie;koszaliñski;29;4.36;1;0;1;46;14;377;135;32;103;0;t3209;2021-12-29
zachodniopomorskie;myœliborski;41;6.27;1;1;0;59;25;581;197;58;130;9;t3210;2021-12-29
zachodniopomorskie;policki;38;4.68;0;0;0;93;59;576;235;44;186;5;t3211;2021-12-29
zachodniopomorskie;pyrzycki;7;1.78;2;1;1;35;21;256;97;8;88;1;t3212;2021-12-29
zachodniopomorskie;s³awieñski;22;3.93;0;0;0;44;6;382;150;25;118;7;t3213;2021-12-29
zachodniopomorskie;stargardzki;63;5.24;0;0;0;125;83;902;275;73;195;7;t3214;2021-12-29
zachodniopomorskie;szczecinecki;25;3.23;0;0;0;56;37;311;151;27;123;1;t3215;2021-12-29
zachodniopomorskie;œwidwiñski;9;1.93;1;0;1;26;17;175;97;9;87;1;t3216;2021-12-29
zachodniopomorskie;wa³ecki;17;3.21;1;0;1;51;12;433;100;19;77;4;t3217;2021-12-29
zachodniopomorskie;³obeski;12;3.29;1;0;1;40;11;213;70;14;53;3;t3218;2021-12-29
zachodniopomorskie;Koszalin;44;4.12;6;2;4;83;17;683;276;50;225;1;t3261;2021-12-29
zachodniopomorskie;Szczecin;187;4.66;14;4;10;487;288;3033;1376;220;1140;16;t3262;2021-12-29
zachodniopomorskie;Œwinoujœcie;12;2.94;1;0;1;36;14;243;87;15;69;3;t3263;2021-12-29
