wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
œl¹skie;raciborski;5;0.46;1;0;1;68;45;406;97;7;90;0;t2411;2022-01-07
œl¹skie;rybnicki;20;2.56;0;0;0;60;41;331;141;22;119;0;t2412;2022-01-07
œl¹skie;tarnogórski;26;1.85;0;0;0;92;86;678;262;31;225;6;t2413;2022-01-07
œl¹skie;bieruñsko-lêdziñski;24;4.01;0;0;0;51;16;264;136;26;106;4;t2414;2022-01-07
œl¹skie;wodzis³awski;25;1.59;0;0;0;79;67;601;192;29;160;3;t2415;2022-01-07
œl¹skie;zawierciañski;18;1.54;0;0;0;49;40;414;150;21;125;4;t2416;2022-01-07
œl¹skie;¿ywiecki;36;2.36;3;0;3;122;43;901;293;36;253;4;t2417;2022-01-07
œl¹skie;Bielsko-Bia³a;38;2.23;3;2;1;119;100;821;339;44;286;9;t2461;2022-01-07
œl¹skie;Bytom;46;2.80;1;0;1;105;59;680;255;50;202;3;t2462;2022-01-07
œl¹skie;Chorzów;21;1.95;3;0;3;52;68;319;171;26;142;3;t2463;2022-01-07
œl¹skie;Czêstochowa;26;1.19;0;0;0;133;66;711;316;32;275;9;t2464;2022-01-07
œl¹skie;D¹browa Górnicza;34;2.86;1;0;1;105;74;564;272;37;231;4;t2465;2022-01-07
œl¹skie;Gliwice;51;2.86;0;0;0;129;84;706;444;58;379;7;t2466;2022-01-07
œl¹skie;Jastrzêbie-Zdrój;19;2.15;0;0;0;47;35;340;148;22;122;4;t2467;2022-01-07
œl¹skie;Jaworzno;16;1.76;3;1;2;50;10;301;159;19;139;1;t2468;2022-01-07
œl¹skie;Katowice;99;3.39;5;3;2;189;171;1295;714;114;590;10;t2469;2022-01-07
œl¹skie;Mys³owice;16;2.14;0;0;0;37;35;238;99;17;82;0;t2470;2022-01-07
œl¹skie;Piekary Œl¹skie;11;2.01;0;0;0;41;34;213;70;13;56;1;t2471;2022-01-07
œl¹skie;Ruda Œl¹ska;36;2.63;0;0;0;102;55;539;321;40;280;1;t2472;2022-01-07
œl¹skie;Rybnik;16;1.16;0;0;0;78;77;433;185;22;160;3;t2473;2022-01-07
œl¹skie;Siemianowice Œl¹skie;14;2.10;1;1;0;42;26;246;100;16;82;2;t2474;2022-01-07
œl¹skie;Sosnowiec;64;3.22;8;0;8;145;114;883;380;72;299;9;t2475;2022-01-07
œl¹skie;Œwiêtoch³owice;7;1.42;3;0;3;54;34;175;66;8;58;0;t2476;2022-01-07
œl¹skie;Tychy;32;2.51;0;0;0;87;52;494;261;36;222;3;t2477;2022-01-07
œl¹skie;Zabrze;33;1.92;0;0;0;86;71;551;247;40;205;2;t2478;2022-01-07
œl¹skie;¯ory;12;1.91;0;0;0;50;24;304;97;15;81;1;t2479;2022-01-07
œwiêtokrzyskie;buski;23;3.22;0;0;0;46;14;294;116;28;86;2;t2601;2022-01-07
œwiêtokrzyskie;jêdrzejowski;20;2.35;0;0;0;37;19;269;135;21;110;4;t2602;2022-01-07
œwiêtokrzyskie;kazimierski;9;2.69;0;0;0;16;8;190;49;11;37;1;t2603;2022-01-07
œwiêtokrzyskie;kielecki;58;2.75;6;1;5;128;74;770;344;65;278;1;t2604;2022-01-07
œwiêtokrzyskie;konecki;13;1.63;0;0;0;29;18;259;126;17;109;0;t2605;2022-01-07
œwiêtokrzyskie;opatowski;8;1.54;1;1;0;18;8;161;78;8;68;2;t2606;2022-01-07
œwiêtokrzyskie;ostrowiecki;18;1.66;0;0;0;46;27;288;175;21;150;4;t2607;2022-01-07
œwiêtokrzyskie;piñczowski;10;2.58;1;0;1;18;7;128;74;10;64;0;t2608;2022-01-07
œwiêtokrzyskie;sandomierski;15;1.95;0;0;0;46;21;278;130;18;110;2;t2609;2022-01-07
œwiêtokrzyskie;skar¿yski;25;3.40;0;0;0;55;17;193;126;26;100;0;t2610;2022-01-07
œwiêtokrzyskie;starachowicki;20;2.24;1;0;1;44;17;281;140;26;112;2;t2611;2022-01-07
œwiêtokrzyskie;staszowski;17;2.38;0;0;0;26;25;248;121;19;102;0;t2612;2022-01-07
œwiêtokrzyskie;w³oszczowski;6;1.34;4;2;2;32;9;161;70;7;63;0;t2613;2022-01-07
œwiêtokrzyskie;Kielce;45;2.32;2;0;2;103;70;568;363;48;309;6;t2661;2022-01-07
warmiñsko-mazurskie;bartoszycki;30;5.27;0;0;0;33;41;244;115;36;78;1;t2801;2022-01-07
warmiñsko-mazurskie;braniewski;30;7.33;0;0;0;31;14;132;68;30;36;2;t2802;2022-01-07
warmiñsko-mazurskie;dzia³dowski;18;2.77;0;0;0;67;11;209;171;21;150;0;t2803;2022-01-07
warmiñsko-mazurskie;elbl¹ski;15;2.63;1;0;1;29;23;158;74;15;59;0;t2804;2022-01-07
warmiñsko-mazurskie;e³cki;20;2.18;0;0;0;55;31;279;191;21;167;3;t2805;2022-01-07
warmiñsko-mazurskie;gi¿ycki;21;3.72;1;1;0;39;24;259;133;22;108;3;t2806;2022-01-07
warmiñsko-mazurskie;i³awski;14;1.51;2;0;2;39;30;373;152;15;136;1;t2807;2022-01-07
warmiñsko-mazurskie;kêtrzyñski;30;4.83;0;0;0;62;28;222;113;32;81;0;t2808;2022-01-07
warmiñsko-mazurskie;lidzbarski;18;4.39;0;0;0;26;20;95;83;19;61;3;t2809;2022-01-07
warmiñsko-mazurskie;mr¹gowski;13;2.62;0;0;0;34;16;216;97;13;83;1;t2810;2022-01-07
warmiñsko-mazurskie;nidzicki;2;0.61;0;0;0;34;18;140;113;2;111;0;t2811;2022-01-07
warmiñsko-mazurskie;nowomiejski;10;2.28;0;0;0;39;20;179;87;13;74;0;t2812;2022-01-07
warmiñsko-mazurskie;olecki;9;2.64;0;0;0;12;5;91;55;9;46;0;t2813;2022-01-07
warmiñsko-mazurskie;olsztyñski;35;2.75;3;3;0;82;46;436;269;46;219;4;t2814;2022-01-07
warmiñsko-mazurskie;ostródzki;23;2.21;1;0;1;71;54;504;241;32;208;1;t2815;2022-01-07
warmiñsko-mazurskie;piski;15;2.68;1;1;0;47;12;161;129;15;114;0;t2816;2022-01-07
warmiñsko-mazurskie;szczycieñski;15;2.17;0;0;0;51;31;315;158;15;143;0;t2817;2022-01-07
warmiñsko-mazurskie;go³dapski;6;2.25;1;1;0;18;5;114;95;6;89;0;t2818;2022-01-07
warmiñsko-mazurskie;wêgorzewski;5;2.22;0;0;0;21;5;101;50;5;45;0;t2819;2022-01-07
warmiñsko-mazurskie;Elbl¹g;21;1.76;0;0;0;62;50;383;180;24;153;3;t2861;2022-01-07
warmiñsko-mazurskie;Olsztyn;43;2.50;0;0;0;134;61;622;401;54;347;0;t2862;2022-01-07
wielkopolskie;chodzieski;15;3.19;0;0;0;39;16;220;89;18;70;1;t3001;2022-01-07
wielkopolskie;czarnkowsko-trzcianecki;24;2.76;0;0;0;43;4;409;131;26;105;0;t3002;2022-01-07
wielkopolskie;gnieŸnieñski;26;1.79;0;0;0;92;50;637;205;28;175;2;t3003;2022-01-07
wielkopolskie;gostyñski;4;0.53;0;0;0;32;14;167;87;6;79;2;t3004;2022-01-07
wielkopolskie;grodziski;5;0.96;0;0;0;28;7;262;44;6;38;0;t3005;2022-01-07
wielkopolskie;jarociñski;13;1.82;0;0;0;33;19;271;106;14;88;4;t3006;2022-01-07
wielkopolskie;kaliski;14;1.69;1;0;1;38;22;331;124;17;106;1;t3007;2022-01-07
wielkopolskie;kêpiñski;30;5.32;0;0;0;33;19;279;111;31;77;3;t3008;2022-01-07
wielkopolskie;kolski;10;1.16;1;0;1;29;23;291;77;10;66;1;t3009;2022-01-07
wielkopolskie;koniñski;21;1.62;1;1;0;77;28;510;133;24;108;1;t3010;2022-01-07
wielkopolskie;koœciañski;30;3.79;0;0;0;45;20;393;147;31;116;0;t3011;2022-01-07
wielkopolskie;krotoszyñski;18;2.33;3;2;1;45;33;315;137;18;118;1;t3012;2022-01-07
wielkopolskie;leszczyñski;17;2.95;0;0;0;28;23;198;90;21;68;1;t3013;2022-01-07
wielkopolskie;miêdzychodzki;9;2.45;1;1;0;17;23;155;67;9;57;1;t3014;2022-01-07
wielkopolskie;nowotomyski;6;0.79;1;0;1;49;21;353;83;7;74;2;t3015;2022-01-07
wielkopolskie;obornicki;27;4.51;1;0;1;29;46;328;127;28;95;4;t3016;2022-01-07
wielkopolskie;ostrowski;25;1.55;2;0;2;85;59;585;185;29;155;1;t3017;2022-01-07
wielkopolskie;ostrzeszowski;13;2.35;0;0;0;11;8;193;68;13;55;0;t3018;2022-01-07
wielkopolskie;pilski;21;1.54;2;0;2;88;49;611;197;25;169;3;t3019;2022-01-07
wielkopolskie;pleszewski;19;3.02;1;0;1;60;25;267;91;23;62;6;t3020;2022-01-07
wielkopolskie;poznañski;170;4.21;4;1;3;316;249;2719;998;193;791;14;t3021;2022-01-07
wielkopolskie;rawicki;21;3.49;0;0;0;35;35;241;140;22;113;5;t3022;2022-01-07
wielkopolskie;s³upecki;7;1.19;1;0;1;40;23;229;63;8;52;3;t3023;2022-01-07
wielkopolskie;szamotulski;24;2.62;0;0;0;82;44;499;159;25;122;12;t3024;2022-01-07
wielkopolskie;œredzki;18;3.05;0;0;0;31;33;319;94;19;75;0;t3025;2022-01-07
wielkopolskie;œremski;13;2.12;4;3;1;29;28;338;104;13;89;2;t3026;2022-01-07
wielkopolskie;turecki;12;1.43;0;0;0;32;13;213;81;13;67;1;t3027;2022-01-07
wielkopolskie;w¹growiecki;33;4.70;2;0;2;44;13;309;149;35;113;1;t3028;2022-01-07
wielkopolskie;wolsztyñski;1;0.17;1;0;1;15;6;204;39;1;38;0;t3029;2022-01-07
wielkopolskie;wrzesiñski;7;0.90;0;0;0;84;33;379;66;7;59;0;t3030;2022-01-07
wielkopolskie;z³otowski;7;1.01;0;0;0;66;16;346;89;8;81;0;t3031;2022-01-07
wielkopolskie;Kalisz;21;2.11;7;2;5;87;38;452;149;27;122;0;t3061;2022-01-07
wielkopolskie;Konin;8;1.09;1;1;0;40;21;223;103;9;93;1;t3062;2022-01-07
wielkopolskie;Leszno;14;2.21;0;0;0;37;12;228;131;15;115;1;t3063;2022-01-07
wielkopolskie;Poznañ;264;4.95;4;0;4;429;328;2941;1518;294;1202;22;t3064;2022-01-07
zachodniopomorskie;bia³ogardzki;5;1.05;0;0;0;22;16;129;59;5;54;0;t3201;2022-01-07
zachodniopomorskie;choszczeñski;4;0.83;0;0;0;36;15;189;88;5;80;3;t3202;2022-01-07
zachodniopomorskie;drawski;15;2.64;0;0;0;44;16;240;122;17;103;2;t3203;2022-01-07
zachodniopomorskie;goleniowski;31;3.76;0;0;0;91;41;478;225;36;183;6;t3204;2022-01-07
zachodniopomorskie;gryficki;21;3.50;0;0;0;36;14;260;131;27;102;2;t3205;2022-01-07
zachodniopomorskie;gryfiñski;45;5.51;1;0;1;126;27;512;361;52;306;3;t3206;2022-01-07
zachodniopomorskie;kamieñski;20;4.27;0;0;0;29;22;181;111;26;84;1;t3207;2022-01-07
zachodniopomorskie;ko³obrzeski;24;3.02;0;0;0;32;26;278;159;26;132;1;t3208;2022-01-07
zachodniopomorskie;koszaliñski;10;1.50;0;0;0;48;34;281;128;12;113;3;t3209;2022-01-07
zachodniopomorskie;myœliborski;23;3.52;4;0;4;50;20;486;112;26;85;1;t3210;2022-01-07
zachodniopomorskie;policki;30;3.69;1;0;1;66;41;460;232;38;188;6;t3211;2022-01-07
zachodniopomorskie;pyrzycki;4;1.02;0;0;0;35;9;162;111;6;105;0;t3212;2022-01-07
zachodniopomorskie;s³awieñski;11;1.96;0;0;0;45;21;298;74;13;59;2;t3213;2022-01-07
zachodniopomorskie;stargardzki;36;3.00;0;0;0;96;59;563;238;43;189;6;t3214;2022-01-07
zachodniopomorskie;szczecinecki;20;2.58;3;0;3;71;26;325;157;29;123;5;t3215;2022-01-07
zachodniopomorskie;œwidwiñski;6;1.29;1;0;1;28;9;107;70;6;62;2;t3216;2022-01-07
zachodniopomorskie;wa³ecki;15;2.83;0;0;0;23;15;313;85;18;65;2;t3217;2022-01-07
zachodniopomorskie;³obeski;11;3.01;0;0;0;29;12;162;77;13;63;1;t3218;2022-01-07
zachodniopomorskie;Koszalin;10;0.94;0;0;0;69;46;441;206;15;188;3;t3261;2022-01-07
zachodniopomorskie;Szczecin;159;3.97;0;0;0;408;201;2334;1216;204;993;19;t3262;2022-01-07
zachodniopomorskie;Œwinoujœcie;9;2.20;0;0;0;33;18;125;103;9;93;1;t3263;2022-01-07
